Portfolio,Stock,Weight,Beta,Total_Risk,Systematic_Risk,Idiosyncratic_Risk,Weighted_Systematic_Risk,Weighted_Idiosyncratic_Risk
C,PLTR,0.06549767921609077,2.724016874489549,0.0019106416113871209,0.0005046554138125432,0.0014059861975745777,3.3053758408557496e-05,6.031604840008173e-06
C,MA,0.010314595152140279,0.883447545358082,0.0001174831656270371,5.308072991858574e-05,6.440243570845136e-05,5.475062394903119e-07,6.851831368173475e-09
C,C,0.073749355337803,1.1202002999577239,0.0002579479280194947,8.534276683801901e-05,0.0001726051611814757,6.293974037048334e-06,9.387938469370459e-07
C,BKNG,0.0015471892728210418,1.0077448810580816,0.0002470750019465252,6.906794762976152e-05,0.0001780070543167637,1.0686118766853253e-07,4.2611233356168543e-10
C,MCD,0.018050541516245487,0.5027436193324372,7.740846401623403e-05,1.7189707397338244e-05,6.021875661889579e-05,3.1028352702776614e-07,1.9620598671589552e-08
C,LOW,0.021144920061887573,1.0735644038001384,0.00022086331375419994,7.838474606884337e-05,0.00014247856768535657,1.6574391896970492e-06,6.370325677865044e-08
C,HD,0.013408973697782363,1.0336055192866096,0.00018379747523872224,7.265825926593124e-05,0.000111139215972791,9.742726874235237e-07,1.998289500673234e-08
C,INTU,0.008767405879319236,1.543841844559274,0.0003394845538419268,0.0001620992350298686,0.00017738531881205817,1.4211897862340206e-06,1.3635149293440872e-08
C,LRCX,0.06962351727694688,1.6610533246908292,0.0005249267560129535,0.00018764737742957386,0.00033727937858337966,1.3064670424441706e-05,1.634939580538581e-06
C,KKR,0.03455389375966993,1.7080325966093988,0.00039933169212110116,0.00019841187386196292,0.00020091981825913824,6.855902810083299e-06,2.398925516455268e-07
C,COST,0.006188757091284167,0.808021517532012,0.00014512398298553917,4.440390877519835e-05,0.00010072007421034082,2.7480500531324406e-07,3.857650790122214e-09
C,NEE,0.07271789582258896,0.7158933314259156,0.0003189393935886616,3.485555347966684e-05,0.00028408384010899476,2.5346225067730916e-06,1.5022047713665254e-06
C,ABBV,0.02888086642599278,0.21461637059309716,0.00015268311365860307,3.1325718563369275e-06,0.00014955054180226614,9.047138935269106e-08,1.247407717466021e-07
C,TSLA,0.012893243940175348,2.212412314276484,0.0010999577095941134,0.00033289516205653105,0.0007670625475375823,4.29209853089906e-06,1.2751320967991745e-07
C,MSFT,0.012377514182568335,1.1722211045061282,0.0002504099302693929,9.345325265110186e-05,0.00015695667761829105,1.1567189600961552e-06,2.404621148966523e-08
C,PEP,0.035069623517276945,0.37387647469666496,8.965945615386706e-05,9.506740241055974e-06,8.015271591281108e-05,3.333978011303797e-07,9.857810150828702e-08
C,CB,0.019597730789066528,0.4544966015968106,0.000164679572028246,1.404871589458217e-05,0.0001506308561336638,2.753229520341013e-07,5.785295139107676e-08
C,PANW,0.02888086642599278,1.166694943615706,0.0005826305948552108,9.257420279301589e-05,0.0004900563920621949,2.6736231853578594e-06,4.0875821517262674e-07
C,BLK,0.005157297576070139,1.2460912888620022,0.00019462786009506427,0.00010560271148626,8.902514860880427e-05,5.44624607974523e-07,2.3678658232566796e-09
